"vaccine","geography_type","geography","year_season","dimension_type","dimension","coverage_estimate","population_sample_size"
"Seasonal Influenza","States","South Carolina","2005-06","Marital Status","Separated","76.7","484"
"Seasonal Influenza","States","South Carolina","2020-21","Marital Status","Married","69.6","7016"
"Seasonal Influenza","States","South Carolina","2019-20","Marital Status","Married","70.1","8798"
"Seasonal Influenza","States","South Carolina","2018-19","Marital Status","Married","70.9","9022"
"Seasonal Influenza","States","South Carolina","2017-18","Marital Status","Married","70.7","9223"
"Seasonal Influenza","States","South Carolina","2008-09","Marital Status","Married","83.9","6108"
"Seasonal Influenza","States","South Carolina","2007-08","Marital Status","Married","84.0","5903"
"Seasonal Influenza","States","South Carolina","2006-07","Marital Status","Married","80.8","5660"
"Seasonal Influenza","States","South Carolina","2005-06","Marital Status","Married","74.3","5575"
"Seasonal Influenza","States","South Carolina","2020-21","Marital Status","Never Married","70.0","4607"
"Seasonal Influenza","States","South Carolina","2019-20","Marital Status","Never Married","73.2","4507"
"Seasonal Influenza","States","South Carolina","2018-19","Marital Status","Never Married","73.1","4335"
"Seasonal Influenza","States","South Carolina","2015-16","Marital Status","Married","75.4","9292"
"Seasonal Influenza","States","South Carolina","2014-15","Marital Status","Married","77.5","9168"
"Seasonal Influenza","States","South Carolina","2013-14","Marital Status","Married","77.3","8678"
"Seasonal Influenza","States","South Carolina","2012-13","Marital Status","Married","79.9","8481"
"Seasonal Influenza","States","South Carolina","2011-12","Marital Status","Married","79.3","8038"
"Seasonal Influenza","States","South Carolina","2010-11","Marital Status","Married","79.7","7598"
"Seasonal Influenza","States","South Carolina","2005-06","Marital Status","Divorced","73.9","1630"
"Seasonal Influenza","States","South Carolina","2020-21","Marital Status","Separated","67.1","589"
"Seasonal Influenza","States","South Carolina","2019-20","Marital Status","Separated","68.0","674"
"Seasonal Influenza","States","South Carolina","2018-19","Marital Status","Separated","69.7","623"
"Seasonal Influenza","States","South Carolina","2017-18","Marital Status","Separated","68.5","610"
"Seasonal Influenza","States","South Carolina","2016-17","Marital Status","Separated","72.5","607"
"Seasonal Influenza","States","South Carolina","2015-16","Marital Status","Separated","73.8","562"
"Seasonal Influenza","States","South Carolina","2012-13","Marital Status","Divorced","77.4","3197"
"Seasonal Influenza","States","South Carolina","2011-12","Marital Status","Divorced","78.6","2961"
"Seasonal Influenza","States","South Carolina","2010-11","Marital Status","Divorced","78.9","2835"
"Seasonal Influenza","States","South Carolina","2009-10","Marital Status","Divorced","82.8","2154"
"Seasonal Influenza","States","South Carolina","2008-09","Marital Status","Divorced","82.0","2061"
"Seasonal Influenza","States","South Carolina","2007-08","Marital Status","Divorced","81.9","1914"
"Seasonal Influenza","States","South Carolina","2006-07","Marital Status","Divorced","80.7","1789"
"Seasonal Influenza","States","South Carolina","2014-15","Sex","Female","79.6","21912"
"Seasonal Influenza","States","South Carolina","2013-14","Sex","Female","80.1","20999"
"Seasonal Influenza","States","South Carolina","2012-13","Sex","Female","81.5","21148"
"Seasonal Influenza","States","South Carolina","2013-14","All Residents",">=18 Years","79.2","32305"
"Seasonal Influenza","States","South Carolina","2014-15","All Residents",">=18 Years","78.5","33856"
"Pneumococcal","States","South Carolina","2011","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","78.4","74"
"Pneumococcal","States","South Carolina","2010","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","87.5","40"
"Pneumococcal","States","South Carolina","2009","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","93.1","29"
"Pneumococcal","States","South Carolina","2008","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","90.3","31"
"Pneumococcal","States","South Carolina","2007","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","86.2","29"
"Pneumococcal","States","South Carolina","2006","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","73.7","19"
"Pneumococcal","States","South Carolina","2020","Marital Status","Widowed","70.4","16558"
"Pneumococcal","States","South Carolina","2018","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","55.0","40"
"Seasonal Influenza","States","South Carolina","2020-21","All Residents",">=18 Years","71.2","29488"
"Pneumococcal","States","South Carolina","2017","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","58.1","31"
"Pneumococcal","States","South Carolina","2016","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","77.4","31"
"Pneumococcal","States","South Carolina","2015","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","86.2","29"
"Pneumococcal","States","South Carolina","2014","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","75.0","28"
"Pneumococcal","States","South Carolina","2013","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","68.4","19"
"Pneumococcal","States","South Carolina","2012","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","81.3","16"
"Seasonal Influenza","States","South Carolina","2008-09","Sex","Male","82.0","9020"
"Seasonal Influenza","States","South Carolina","2007-08","Sex","Male","82.1","8613"
"Seasonal Influenza","States","South Carolina","2006-07","Sex","Male","78.9","8223"
"Seasonal Influenza","States","South Carolina","2018-19","All Residents",">=18 Years","73.1","34335"
"Seasonal Influenza","States","South Carolina","2017-18","All Residents",">=18 Years","72.7","34388"
"Seasonal Influenza","States","South Carolina","2016-17","All Residents",">=18 Years","74.3","34024"
"Seasonal Influenza","States","South Carolina","2015-16","All Residents",">=18 Years","76.8","34305"
"Seasonal Influenza","States","South Carolina","2019-20","All Residents",">=18 Years","72.1","33958"
"Seasonal Influenza","States","South Carolina","2011-12","Age","18-24 Years","33.3","6"
"Seasonal Influenza","States","South Carolina","2010-11","Age","18-24 Years","63.6","11"
"Seasonal Influenza","States","South Carolina","2009-10","Age","18-24 Years","70.0","10"
"Seasonal Influenza","States","South Carolina","2017-18","Age","18-24 Years","76.9","13"
"Seasonal Influenza","States","South Carolina","2010-11","Marital Status","Widowed","82.4","15765"
"Pneumococcal","States","South Carolina","2020","Race and Ethnicity","Asian, Non-Hispanic","58.2","55"
"Pneumococcal","States","South Carolina","2006","Race and Ethnicity","Asian or Pacific Islander, Non-Hispanic","60.0","45"
"Pneumococcal","States","South Carolina","2019","Race and Ethnicity","Asian, Non-Hispanic","64.6","65"
"Pneumococcal","States","South Carolina","2018","Race and Ethnicity","Asian, Non-Hispanic","54.5","66"
"Pneumococcal","States","South Carolina","2015","Race and Ethnicity","Asian, Non-Hispanic","70.3","74"
"Pneumococcal","States","South Carolina","2017","Race and Ethnicity","Asian, Non-Hispanic","64.6","82"
"Pneumococcal","States","South Carolina","2016","Race and Ethnicity","Asian, Non-Hispanic","68.3","63"
"Seasonal Influenza","States","South Carolina","2009-10","Marital Status","Widowed","87.1","13294"
"Seasonal Influenza","States","South Carolina","2008-09","Marital Status","Widowed","86.5","13342"
"Seasonal Influenza","States","South Carolina","2007-08","Marital Status","Widowed","86.5","13222"
"Seasonal Influenza","States","South Carolina","2006-07","Marital Status","Widowed","84.3","13204"
"Seasonal Influenza","States","South Carolina","2020-21","Marital Status","Divorced","70.6","4082"
"Seasonal Influenza","States","South Carolina","2005-06","Marital Status","Widowed","79.3","13159"
"Seasonal Influenza","States","South Carolina","2012-13","Sex","Male","79.1","10935"
"Seasonal Influenza","States","South Carolina","2011-12","Sex","Male","79.7","10272"
"Seasonal Influenza","States","South Carolina","2010-11","Sex","Male","79.4","9953"
"Seasonal Influenza","States","South Carolina","2009-10","Sex","Male","83.2","9498"
"Seasonal Influenza","States","South Carolina","2020-21","Age","18-24 Years","18.2","11"
"Seasonal Influenza","States","South Carolina","2005-06","Age","25-44 Years","69.3","261"
"Seasonal Influenza","States","South Carolina","2019-20","Age","18-24 Years","66.7","9"
"Seasonal Influenza","States","South Carolina","2018-19","Age","18-24 Years","100.0","9"
"Seasonal Influenza","States","South Carolina","2019-20","Marital Status","Divorced","70.2","4440"
"Seasonal Influenza","States","South Carolina","2018-19","Marital Status","Divorced","70.9","4391"
"Seasonal Influenza","States","South Carolina","2017-18","Marital Status","Divorced","71.9","4192"
"Seasonal Influenza","States","South Carolina","2016-17","Marital Status","Divorced","72.1","4041"
"Seasonal Influenza","States","South Carolina","2015-16","Marital Status","Divorced","74.9","3938"
"Seasonal Influenza","States","South Carolina","2014-15","Marital Status","Divorced","75.6","3694"
"Seasonal Influenza","States","South Carolina","2013-14","Marital Status","Divorced","76.1","3395"
"Seasonal Influenza","States","South Carolina","2005-06","Sex","Male","73.8","8143"
"Seasonal Influenza","States","South Carolina","2020-21","Sex","Female","72.9","17572"
"Seasonal Influenza","States","South Carolina","2019-20","Sex","Female","73.2","20733"
"Seasonal Influenza","States","South Carolina","2018-19","Sex","Female","74.1","21246"
"Seasonal Influenza","States","South Carolina","2017-18","Sex","Female","73.7","21424"
"Seasonal Influenza","States","South Carolina","2016-17","Age","18-24 Years","65.0","20"
"Seasonal Influenza","States","South Carolina","2015-16","Age","18-24 Years","60.0","5"
"Seasonal Influenza","States","South Carolina","2014-15","Age","18-24 Years","45.5","11"
"Seasonal Influenza","States","South Carolina","2013-14","Age","18-24 Years","66.7","6"
"Seasonal Influenza","States","South Carolina","2012-13","Age","18-24 Years","62.5","8"
"Pneumococcal","States","South Carolina","2014","Race and Ethnicity","Asian, Non-Hispanic","78.9","71"
"Pneumococcal","States","South Carolina","2013","Race and Ethnicity","Asian, Non-Hispanic","75.6","78"
"Pneumococcal","States","South Carolina","2012","Race and Ethnicity","Asian, Non-Hispanic","77.3","66"
"Pneumococcal","States","South Carolina","2011","Race and Ethnicity","Asian, Non-Hispanic","89.4","47"
"Pneumococcal","States","South Carolina","2010","Race and Ethnicity","Asian, Non-Hispanic","NR",
"Pneumococcal","States","South Carolina","2020","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","61.0","41"
"Pneumococcal","States","South Carolina","2019","Race and Ethnicity","American Indian or Alaska Native, Non-Hispanic","58.0","50"
"Seasonal Influenza","States","South Carolina","2008-09","Age","18-24 Years","60.0","5"
"Seasonal Influenza","States","South Carolina","2007-08","Age","18-24 Years","NR",
"Seasonal Influenza","States","South Carolina","2006-07","Age","18-24 Years","60.0","10"
"Seasonal Influenza","States","South Carolina","2005-06","Age","18-24 Years","66.7","12"
"Seasonal Influenza","States","South Carolina","2015-16","Sex","Female","77.7","21863"
"Seasonal Influenza","States","South Carolina","2016-17","Sex","Female","75.5","21328"
"Pneumococcal","States","South Carolina","2014","Marital Status","Separated","77.7","896"
"Pneumococcal","States","South Carolina","2013","Marital Status","Separated","80.6","964"
"Pneumococcal","States","South Carolina","2012","Marital Status","Separated","84.2","874"
"Pneumococcal","States","South Carolina","2011","Marital Status","Separated","83.2","905"
"Pneumococcal","States","South Carolina","2010","Marital Status","Separated","85.0","812"
"Pneumococcal","States","South Carolina","2009","Marital Status","Separated","86.3","892"
"Pneumococcal","States","South Carolina","2008","Marital Status","Separated","83.0","816"
"Pneumococcal","States","South Carolina","2009","Marital Status","Never Married","86.8","3291"
"Pneumococcal","States","South Carolina","2016","Marital Status","Married","72.0","14491"
"Pneumococcal","States","South Carolina","2017","Marital Status","Married","68.9","14494"
"Pneumococcal","States","South Carolina","2006","Marital Status","Divorced","68.9","2463"
"Pneumococcal","States","South Carolina","2011","Marital Status","Divorced","82.3","4070"
"Pneumococcal","States","South Carolina","2010","Marital Status","Divorced","84.4","3526"
"Pneumococcal","States","South Carolina","2009","Marital Status","Divorced","85.9","3173"
"Pneumococcal","States","South Carolina","2008","Marital Status","Divorced","84.8","2990"
"Pneumococcal","States","South Carolina","2013","Marital Status","Divorced","80.2","4764"
"Pneumococcal","States","South Carolina","2012","Marital Status","Divorced","82.5","4380"
"Pneumococcal","States","South Carolina","2007","Marital Status","Divorced","80.5","2764"
"Pneumococcal","States","South Carolina","2020","Sex","Female","67.6","26000"
"Pneumococcal","States","South Carolina","2019","Sex","Female","68.0","30251"
"Pneumococcal","States","South Carolina","2018","Sex","Female","68.1","30416"
"Pneumococcal","States","South Carolina","2017","Sex","Female","71.7","30696"
"Pneumococcal","States","South Carolina","2016","Sex","Female","75.1","30854"
"Pneumococcal","States","South Carolina","2015","Sex","Female","77.4","31309"
"Pneumococcal","States","South Carolina","2014","Sex","Female","83.0","30965"
"Pneumococcal","States","South Carolina","2008","Sex","Female","88.6","26981"
"Pneumococcal","States","South Carolina","2007","Sex","Female","83.9","26200"
"Pneumococcal","States","South Carolina","2017","Marital Status","Never Married","66.7","5606"
"Pneumococcal","States","South Carolina","2012","Sex","Female","85.5","29886"
"Pneumococcal","States","South Carolina","2011","Sex","Female","86.7","29344"
