"reporting_area","mmwr_year","mmwr_week","gonorrhea_current_week","gonorrhea_current_week_flag","gonorrhea_previous_52_weeks_max","gonorrhea_previous_52_weeks_max_flag","gonorrhea_cum_2019","gonorrhea_cum_2019_flag","gonorrhea_cum_2018","gonorrhea_cum_2018_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_current_week","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_current_week_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_previous_52_weeks_max","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_previous_52_weeks_max_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2019","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2019_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2018","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2018_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_current_week","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_current_week_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_previous_52_weeks_max","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_previous_52_weeks_max_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2019","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2019_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2018","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2018_flag","location_1","location_2"
"OKLAHOMA","2019","13","31",,"167",,"1341",,"1741",,"2",,"8",,"30",,"27",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.468494, -97.521264)",
"ALABAMA","2019","13",,"-","389",,"3074",,"3170",,,"-","6",,"31",,"33",,,"-","0",,,"-",,"-","
, ALABAMA 
(32.839182, -86.631125)",
"NEBRASKA","2019","13",,"-","106",,"420",,"678",,,"-","3",,"7",,"7",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.640503, -99.367122)",
"IDAHO","2019","13",,"-","44",,"162",,"227",,"1",,"3",,"13",,"8",,,"-","0",,,"-",,"-","
, IDAHO 
(43.680635, -114.364237)",
"PENNSYLVANIA","2019","13","167",,"366",,"3515",,"3555",,"1",,"12",,"64",,"78",,,"-","0",,,"-",,"-","
, PENNSYLVANIA 
(40.789676, -77.858055)",
"NEW MEXICO","2019","13","13",,"135",,"1075",,"1188",,,"-","5",,"17",,"15",,,"-","0",,,"-","1",,"
, NEW MEXICO 
(34.520396, -106.244402)",
"CONNECTICUT","2019","13",,"U",,"NC",,"U",,"U",,"-","5",,"6",,"11",,,"-","0",,,"-",,"-","
, CONNECTICUT 
(41.544654, -72.651713)",
"ILLINOIS","2019","13","18",,"590",,"2256",,"5743",,,"-","11",,"42",,"60",,,"-","2",,,"-",,"-","
, ILLINOIS 
(40.477092, -88.993221)",
"WASHINGTON","2019","13","170",,"223",,"1999",,"2077",,,"-","2",,,"-","4",,,"-","1",,,"-","2",,"
, WASHINGTON 
(47.517368, -120.467672)",
"OREGON","2019","13","94",,"156",,"1420",,"1479",,"2",,"7",,"24",,"31",,,"-","0",,,"-",,"-","
, OREGON 
(44.567912, -120.156945)",
"CALIFORNIA","2019","13","176",,"1781",,"18081",,"19390",,,"-","3",,"11",,"15",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.640735, -121.002435)",
"NORTH CAROLINA","2019","13","17",,"550",,"4496",,"5534",,,"-","9",,"29",,"55",,,"-","1",,,"-",,"-","
, NORTH CAROLINA 
(35.47995, -79.180571)",
"MONTANA","2019","13","15",,"36",,"316",,"270",,,"-","2",,"8",,"7",,,"-","1",,,"-",,"-","
, MONTANA 
(47.062617, -109.430168)",
"MICHIGAN","2019","13","132",,"451",,"3438",,"3563",,"1",,"7",,"27",,"58",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.66399, -84.711206)",
"COLORADO","2019","13","137",,"270",,"2089",,"2020",,"3",,"5",,"33",,"36",,,"-","1",,,"-",,"-","
, COLORADO 
(38.841772, -106.132562)",
"DELAWARE","2019","13",,"-","79",,"374",,"372",,,"-","3",,"5",,"6",,,"-","0",,,"-",,"-","
, DELAWARE 
(39.008676, -75.574561)",
"PUERTO RICO","2019","13","1",,"19",,"69",,"122",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, PUERTO RICO 
(18.215692, -66.414655)",
"MISSISSIPPI","2019","13","46",,"277",,"1833",,"2295",,,"-","4",,"22",,"28",,,"-","0",,,"-",,"-","
, MISSISSIPPI 
(32.738663, -89.537312)",
"NEVADA","2019","13",,"-","157",,"35",,"1423",,,"-","5",,"12",,"8",,,"-","0",,,"-",,"-","
, NEVADA 
(39.491833, -117.070159)",
"VIRGINIA","2019","13","303",,"356",,"3250",,"2892",,"1",,"13",,"43",,"34",,,"-","0",,,"-",,"-","
, VIRGINIA 
(37.542699, -78.45822)",
"US RESIDENTS","2019","14","3420",,"12217",,"111579",,"146422",,"54",,"197",,"1465",,"1742",,,"-","3",,"3",,"7",,,"
, US RESIDENTS "
"NEW ENGLAND","2019","14","28",,"290",,"2317",,"2746",,,"-","12",,"69",,"79",,,"-","1",,,"-","1",,,"
, NEW ENGLAND "
"MIDDLE ATLANTIC","2019","14","798",,"1489",,"15685",,"14589",,"6",,"30",,"195",,"241",,,"-","1",,,"-","1",,"
, MIDDLE ATLANTIC ",
"NEW YORK CITY","2019","14","287",,"690",,"6863",,"6015",,,"-","7",,"43",,"51",,,"-","0",,,"-",,"-",,"
, NEW YORK CITY "
"EAST NORTH CENTRAL","2019","14","446",,"1997",,"16944",,"21102",,"11",,"35",,"231",,"310",,,"-","2",,"1",,,"-",,"
, EAST NORTH CENTRAL "
"WEST NORTH CENTRAL","2019","14","238",,"906",,"8830",,"9694",,"1",,"11",,"67",,"85",,,"-","1",,,"-",,"-",,"
, WEST NORTH CENTRAL "
"SOUTH ATLANTIC","2019","14","758",,"2604",,"21646",,"33533",,"12",,"44",,"327",,"412",,,"-","1",,"1",,"1",,,"
, SOUTH ATLANTIC "
"EAST SOUTH CENTRAL","2019","14","376",,"1011",,"9277",,"10125",,"2",,"17",,"148",,"159",,,"-","1",,,"-",,"-",,"
, EAST SOUTH CENTRAL "
"WEST SOUTH CENTRAL","2019","14","136",,"1606",,"4620",,"19335",,"12",,"58",,"196",,"227",,,"-","1",,"1",,,"-",,"
, WEST SOUTH CENTRAL "
"MOUNTAIN","2019","14","207",,"889",,"9051",,"9603",,"9",,"19",,"172",,"150",,,"-","1",,,"-","2",,,"
, MOUNTAIN "
"PACIFIC","2019","14","433",,"2160",,"23209",,"25695",,"1",,"8",,"60",,"79",,,"-","1",,,"-","2",,,"
, PACIFIC "
"NEW MEXICO","2019","17","7",,"135",,"1324",,"1575",,,"-","5",,"20",,"25",,,"-","0",,,"-","1",,"
, NEW MEXICO 
(34.421369, -106.108388)",
"US TERRITORIES","2019","14",,"-","19",,"69",,"142",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, US TERRITORIES "
"AMERICAN SAMOA","2019","14",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, AMERICAN SAMOA "
"NON-US RESIDENTS","2019","14",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"
, NON-US RESIDENTS "
"TOTAL","2019","14","3420",,"12231",,"111648",,"146564",,"54",,"197",,"1465",,"1742",,,"-","3",,"3",,"7",,,"
, TOTAL "
"INDIANA","2019","14",,"-","320",,"2271",,"3072",,,"-","8",,"37",,"61",,,"-","2",,,"-",,"-","
, INDIANA 
(39.76845, -86.156212)",
"ALABAMA","2019","14","216",,"402",,"3577",,"3385",,"1",,"6",,"34",,"34",,,"-","0",,,"-",,"-","
, ALABAMA 
(32.839182, -86.631125)",
"WASHINGTON","2019","14","156",,"223",,"2155",,"2252",,,"-","2",,,"-","4",,,"-","1",,,"-","2",,"
, WASHINGTON 
(47.517368, -120.467672)",
"U.S. VIRGIN ISLANDS","2019","14",,"-","4",,,"-","10",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"ILLINOIS","2019","14","33",,"590",,"2592",,"6178",,,"-","11",,"46",,"65",,,"-","2",,,"-",,"-","
, ILLINOIS 
(40.477092, -88.993221)",
"GUAM","2019","14",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, GUAM 
(13.3532, 144.653198)",
"NEW JERSEY","2019","14","97",,"236",,"2399",,"2144",,,"-","10",,"20",,"56",,,"-","0",,,"-",,"-","
, NEW JERSEY 
(40.104655, -74.386686)",
"CONNECTICUT","2019","14",,"U",,"NC",,"U",,"U",,"-","5",,"10",,"12",,,"-","0",,,"-",,"-","
, CONNECTICUT 
(41.544654, -72.651713)",
"WEST VIRGINIA","2019","14",,"-","43",,,"-","287",,"2",,"4",,"13",,"16",,,"-","1",,,"-","1",,"
, WEST VIRGINIA 
(38.668501, -80.709421)",
"SOUTH CAROLINA","2019","14",,"-","479",,,"-","5975",,,"-","6",,"29",,"45",,,"-","0",,,"-",,"-","
, SOUTH CAROLINA 
(34.009286, -81.037094)",
"NORTH CAROLINA","2019","14","28",,"550",,"4964",,"5958",,,"-","9",,"42",,"60",,,"-","1",,,"-",,"-","
, NORTH CAROLINA 
(35.47995, -79.180571)",
"OREGON","2019","14","109",,"156",,"1531",,"1579",,"1",,"7",,"28",,"32",,,"-","0",,,"-",,"-","
, OREGON 
(44.567912, -120.156945)",
"NEVADA","2019","14","67",,"157",,"1355",,"1559",,,"-","5",,"14",,"8",,,"-","0",,,"-",,"-","
, NEVADA 
(39.491833, -117.070159)",
"NEW MEXICO","2019","14","12",,"135",,"1169",,"1307",,,"-","5",,"18",,"18",,,"-","0",,,"-","1",,"
, NEW MEXICO 
(34.520396, -106.244402)",
"MAINE","2019","14","1",,"25",,"134",,"175",,,"-","4",,"13",,"7",,,"-","0",,,"-",,"-","
, MAINE 
(45.252223, -68.986647)",
"KANSAS","2019","14","46",,"131",,"1251",,"1272",,,"-","1",,,"-","9",,,"-","0",,,"-",,"-","
, KANSAS 
(38.345528, -98.201847)",
"PENNSYLVANIA","2019","14","189",,"366",,"3829",,"3847",,"2",,"12",,"67",,"81",,,"-","0",,,"-",,"-","
, PENNSYLVANIA 
(40.789676, -77.858055)",
"MISSISSIPPI","2019","14","75",,"277",,"2010",,"2478",,"1",,"4",,"24",,"31",,,"-","0",,,"-",,"-","
, MISSISSIPPI 
(32.738663, -89.537312)",
"OKLAHOMA","2019","14","30",,"167",,"1451",,"1898",,,"-","8",,"30",,"29",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.468494, -97.521264)",
"MASSACHUSETTS","2019","14",,"-","190",,"1833",,"2116",,,"-","7",,"26",,"37",,,"-","1",,,"-",,"-","
, MASSACHUSETTS 
(42.268546, -72.085064)",
"IDAHO","2019","14",,"-","44",,"162",,"243",,,"-","3",,"13",,"8",,,"-","0",,,"-",,"-","
, IDAHO 
(43.680635, -114.364237)",
"DISTRICT OF COLUMBIA","2019","14",,"-","107",,,"-","1063",,,"-","3",,"4",,"4",,,"-","0",,,"-",,"-","
, DISTRICT OF COLUMBIA 
(38.892062, -77.019912)",
"COLORADO","2019","14",,"-","270",,"2089",,"2159",,"1",,"5",,"34",,"37",,,"-","1",,,"-","1",,"
, COLORADO 
(38.841772, -106.132562)",
"CALIFORNIA","2019","14","168",,"1781",,"19523",,"20903",,,"-","3",,"13",,"18",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.640735, -121.002435)",
"KENTUCKY","2019","14",,"-","215",,,"-","617",,,"-","7",,"23",,"38",,,"-","1",,,"-",,"-","
, KENTUCKY 
(37.64591, -84.774043)",
"SOUTH DAKOTA","2019","14",,"-","50",,"357",,"408",,,"-","2",,"6",,"6",,,"-","0",,,"-",,"-","
, SOUTH DAKOTA 
(44.35371, -100.373709)",
"VERMONT","2019","14",,"-","14",,"2",,"76",,,"-","3",,"4",,"4",,,"-","0",,,"-",,"-","
, VERMONT 
(43.622479, -72.51927)",
"NEBRASKA","2019","14",,"-","106",,"420",,"740",,,"-","3",,"7",,"8",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.640503, -99.367122)",
"OHIO","2019","14","266",,"593",,"6368",,"6198",,"10",,"14",,"106",,"78",,,"-","1",,,"-",,"-","
, OHIO 
(40.056807, -82.405897)",
"TEXAS","2019","14",,"-","1070",,,"-","12634",,"12",,"45",,"116",,"143",,,"-","1",,"1",,,"-","
, TEXAS 
(31.827233, -99.423022)",
"RHODE ISLAND","2019","14","20",,"139",,"219",,"223",,,"-","4",,"8",,"7",,,"-","1",,,"-",,"-","
, RHODE ISLAND 
(41.707447, -71.522488)",
"NEW HAMPSHIRE","2019","14","7",,"23",,"129",,"156",,,"-","3",,"8",,"12",,,"-","0",,,"-","1",,"
, NEW HAMPSHIRE 
(43.657736, -71.500736)",
"UTAH","2019","14","24",,"81",,"677",,"728",,"1",,"3",,"12",,"19",,,"-","0",,,"-",,"-","
, UTAH 
(39.359772, -111.584173)",
"PUERTO RICO","2019","14",,"-","19",,"69",,"132",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, PUERTO RICO 
(18.215692, -66.414655)",
"MINNESOTA","2019","14","8",,"189",,"1241",,"1998",,,"-","3",,"1",,"3",,,"-","0",,,"-",,"-","
, MINNESOTA 
(46.357661, -94.793397)",
"WISCONSIN","2019","14","81",,"200",,"2013",,"1788",,,"-","6",,"9",,"42",,,"-","1",,"1",,,"-","
, WISCONSIN 
(44.395526, -89.834513)",
"MARYLAND","2019","14","17",,"249",,"1274",,"2755",,"1",,"8",,"36",,"48",,,"-","1",,"1",,,"-","
, MARYLAND 
(39.290443, -76.612333)",
"DELAWARE","2019","14",,"-","79",,"374",,"372",,"1",,"3",,"7",,"7",,,"-","0",,,"-",,"-","
, DELAWARE 
(39.008676, -75.574561)",
"IOWA","2019","14","17",,"120",,"1292",,"1172",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, IOWA 
(42.46942, -93.815856)",
"VIRGINIA","2019","14","217",,"356",,"3467",,"3138",,,"-","13",,"43",,"39",,,"-","0",,,"-",,"-","
, VIRGINIA 
(37.542699, -78.45822)",
"MICHIGAN","2019","14","66",,"451",,"3700",,"3866",,"1",,"7",,"33",,"64",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.66399, -84.711206)",
"NEW YORK","2019","14","225",,"424",,"2594",,"2583",,"4",,"17",,"65",,"53",,,"-","1",,,"-","1",,"
, NEW YORK 
(42.826892, -75.544286)",
"WYOMING","2019","14",,"-","14",,"88",,"82",,,"-","1",,,"-","1",,,"-","0",,,"-",,"-","
, WYOMING 
(43.23558, -108.110518)",
"ARIZONA","2019","14","86",,"305",,"3168",,"3235",,"6",,"8",,"72",,"51",,,"-","1",,,"-",,"-","
, ARIZONA 
(34.869712, -111.760902)",
"MISSOURI","2019","14","165",,"389",,"3947",,"3795",,"1",,"10",,"45",,"54",,,"-","0",,,"-",,"-","
, MISSOURI 
(38.636168, -92.566292)",
"FLORIDA","2019","14","371",,"773",,"8142",,"7971",,"8",,"14",,"101",,"118",,,"-","0",,,"-",,"-","
, FLORIDA 
(28.915325, -81.922409)",
"LOUISIANA","2019","14","106",,"292",,"2688",,"2918",,,"-","8",,"27",,"33",,,"-","0",,,"-",,"-","
, LOUISIANA 
(31.2931, -92.463284)",
"MONTANA","2019","14","18",,"36",,"343",,"290",,"1",,"2",,"9",,"8",,,"-","1",,,"-",,"-","
, MONTANA 
(47.062617, -109.430168)",
"NORTH DAKOTA","2019","14","2",,"41",,"322",,"309",,,"-","2",,"8",,"5",,,"-","0",,,"-",,"-","
, NORTH DAKOTA 
(47.475879, -100.121011)",
"KANSAS","2019","17","42",,"131",,"1558",,"1508",,,"-","1",,,"-","12",,,"-","0",,,"-",,"-","
, KANSAS 
(38.484729, -98.38018)",
"GEORGIA","2019","14","125",,"463",,"3425",,"6014",,,"-","10",,"52",,"75",,,"-","0",,,"-",,"-","
, GEORGIA 
(32.836038, -83.631709)",
"TENNESSEE","2019","14","85",,"403",,"3690",,"3645",,,"-","9",,"67",,"56",,,"-","0",,,"-",,"-","
, TENNESSEE 
(35.681402, -85.774444)",
"ARKANSAS","2019","14",,"-","169",,"481",,"1885",,,"-","8",,"23",,"22",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.748745, -92.275105)",
"NORTHERN MARIANA ISLANDS","2019","14",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, NORTHERN MARIANA ISLANDS 
(15.1834, 145.725693)",
"HAWAII","2019","14",,"-","45",,,"-","369",,,"-","3",,"12",,"14",,,"-","0",,,"-",,"-","
, HAWAII 
(21.30992, -157.858158)",
"ALASKA","2019","14",,"-","60",,,"-","592",,,"-","3",,"7",,"11",,,"-","0",,,"-",,"-","
, ALASKA 
(64.836661, -147.738891)",
"US RESIDENTS","2019","15","2900",,"12212",,"120188",,"157530",,"43",,"199",,"1583",,"1858",,,"-","3",,"3",,"8",,,"
, US RESIDENTS "
"NEW ENGLAND","2019","15","32",,"290",,"2480",,"2937",,,"-","12",,"75",,"86",,,"-","1",,,"-","1",,,"
, NEW ENGLAND "
"MIDDLE ATLANTIC","2019","15","666",,"1490",,"17084",,"15725",,"7",,"30",,"208",,"258",,,"-","1",,,"-","1",,"
, MIDDLE ATLANTIC ",
"NEW YORK CITY","2019","15","67",,"691",,"7455",,"6491",,"4",,"7",,"48",,"52",,,"-","0",,,"-",,"-",,"
, NEW YORK CITY "
"EAST NORTH CENTRAL","2019","15","529",,"1988",,"18578",,"22845",,"4",,"35",,"249",,"318",,,"-","2",,"1",,"1",,,"
, EAST NORTH CENTRAL "
"WEST NORTH CENTRAL","2019","15","317",,"907",,"9526",,"10354",,"1",,"11",,"70",,"92",,,"-","1",,,"-",,"-",,"
, WEST NORTH CENTRAL "
"SOUTH ATLANTIC","2019","15","441",,"2608",,"23273",,"36088",,"13",,"44",,"375",,"441",,,"-","1",,"1",,"1",,,"
, SOUTH ATLANTIC "
"EAST SOUTH CENTRAL","2019","15","233",,"1771",,"9519",,"10924",,,"-","18",,"151",,"168",,,"-","1",,,"-",,"-",,"
, EAST SOUTH CENTRAL "
"WEST SOUTH CENTRAL","2019","15","25",,"1620",,"4857",,"20826",,"8",,"58",,"207",,"246",,,"-","1",,"1",,,"-",,"
, WEST SOUTH CENTRAL "
"MOUNTAIN","2019","15","294",,"888",,"10006",,"10298",,"9",,"20",,"185",,"164",,,"-","1",,,"-","2",,,"
, MOUNTAIN "
"PACIFIC","2019","15","363",,"2161",,"24865",,"27533",,"1",,"8",,"63",,"85",,,"-","1",,,"-","2",,,"
, PACIFIC "
"AMERICAN SAMOA","2019","15",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, AMERICAN SAMOA "
"NON-US RESIDENTS","2019","15",,"-",,"NC","2",,,"NP",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"
, NON-US RESIDENTS "
"TOTAL","2019","15","2900",,"12226",,"120259",,"157681",,"43",,"199",,"1583",,"1858",,,"-","3",,"3",,"8",,,"
, TOTAL "
"WISCONSIN","2019","15","108",,"199",,"2190",,"2083",,,"-","6",,"9",,"39",,,"-","1",,"1",,,"-","
, WISCONSIN 
(44.395526, -89.834513)",
"U.S. VIRGIN ISLANDS","2019","15",,"-","4",,,"-","10",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"SOUTH CAROLINA","2019","15",,"-","520",,,"-","6502",,,"-","6",,"29",,"50",,,"-","0",,,"-",,"-","
, SOUTH CAROLINA 
(34.009286, -81.037094)",
"MISSISSIPPI","2019","15",,"-","277",,"2010",,"2674",,,"-","4",,"25",,"32",,,"-","0",,,"-",,"-","
, MISSISSIPPI 
(32.738663, -89.537312)",
"WEST VIRGINIA","2019","15","3",,"83",,"350",,"305",,,"-","4",,"13",,"16",,,"-","1",,,"-","1",,"
, WEST VIRGINIA 
(38.668501, -80.709421)",
"DELAWARE","2019","15",,"-","79",,"525",,"390",,,"-","3",,"7",,"8",,,"-","0",,,"-",,"-","
, DELAWARE 
(39.008676, -75.574561)",
"KENTUCKY","2019","15",,"-","1259",,,"-","689",,,"-","7",,"23",,"43",,,"-","1",,,"-",,"-","
, KENTUCKY 
(37.64591, -84.774043)",
"GEORGIA","2019","15","141",,"463",,"3681",,"6438",,"2",,"10",,"66",,"80",,,"-","0",,,"-",,"-","
, GEORGIA 
(32.836038, -83.631709)",
"COLORADO","2019","15","200",,"269",,"2510",,"2320",,"4",,"5",,"38",,"41",,,"-","0",,,"-","1",,"
, COLORADO 
(38.841772, -106.132562)",
"CALIFORNIA","2019","15","142",,"1782",,"20957",,"22381",,,"-","3",,"14",,"19",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.640735, -121.002435)",
"ILLINOIS","2019","15","39",,"590",,"2983",,"6647",,,"-","11",,"53",,"67",,,"-","2",,,"-",,"-","
, ILLINOIS 
(40.477092, -88.993221)",
"MAINE","2019","15",,"-","25",,"134",,"190",,,"-","4",,"13",,"7",,,"-","0",,,"-",,"-","
, MAINE 
(45.252223, -68.986647)",
"DISTRICT OF COLUMBIA","2019","15",,"-","107",,,"-","1111",,,"-","3",,"4",,"4",,,"-","0",,,"-",,"-","
, DISTRICT OF COLUMBIA 
(38.892062, -77.019912)",
"NORTHERN MARIANA ISLANDS","2019","15",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, NORTHERN MARIANA ISLANDS 
(15.1834, 145.725693)",
"IOWA","2019","15","10",,"120",,"1376",,"1263",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, IOWA 
(42.46942, -93.815856)",
"NORTH DAKOTA","2019","15","6",,"41",,"359",,"329",,,"-","2",,"8",,"7",,,"-","0",,,"-",,"-","
, NORTH DAKOTA 
(47.475879, -100.121011)",
"INDIANA","2019","15",,"-","320",,"2271",,"3303",,,"-","8",,"40",,"64",,,"-","2",,,"-",,"-","
, INDIANA 
(39.76845, -86.156212)",
"ALASKA","2019","15",,"-","60",,,"-","646",,,"-","3",,"7",,"12",,,"-","0",,,"-",,"-","
, ALASKA 
(64.836661, -147.738891)",
"RHODE ISLAND","2019","15","29",,"139",,"250",,"231",,,"-","4",,"8",,"7",,,"-","1",,,"-",,"-","
, RHODE ISLAND 
(41.707447, -71.522488)",
"TENNESSEE","2019","15",,"-","403",,"3690",,"3953",,,"-","9",,"67",,"58",,,"-","0",,,"-",,"-","
, TENNESSEE 
(35.681402, -85.774444)",
"NEBRASKA","2019","15",,"-","106",,"420",,"776",,,"-","3",,"7",,"9",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.640503, -99.367122)",
"SOUTH DAKOTA","2019","15",,"-","50",,"357",,"437",,,"-","2",,"6",,"6",,,"-","0",,,"-",,"-","
, SOUTH DAKOTA 
(44.35371, -100.373709)",
"VERMONT","2019","15",,"-","14",,"2",,"81",,,"-","3",,"4",,"6",,,"-","0",,,"-",,"-","
, VERMONT 
(43.622479, -72.51927)",
"TEXAS","2019","15",,"-","1070",,,"-","13622",,"4",,"45",,"123",,"158",,,"-","1",,"1",,,"-","
, TEXAS 
(31.827233, -99.423022)",
"VIRGINIA","2019","15","270",,"356",,"3737",,"3359",,"1",,"13",,"47",,"40",,,"-","0",,,"-",,"-","
, VIRGINIA 
(37.542699, -78.45822)",
"NEW YORK","2019","15","262",,"425",,"2856",,"2783",,"2",,"17",,"67",,"58",,,"-","1",,,"-","1",,"
, NEW YORK 
(42.826892, -75.544286)",
"MICHIGAN","2019","15","141",,"443",,"4296",,"4188",,,"-","7",,"37",,"68",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.66399, -84.711206)",
"NEW HAMPSHIRE","2019","15","3",,"23",,"134",,"170",,,"-","3",,"9",,"12",,,"-","0",,,"-","1",,"
, NEW HAMPSHIRE 
(43.657736, -71.500736)",
"OHIO","2019","15","241",,"593",,"6838",,"6624",,"4",,"14",,"110",,"80",,,"-","1",,,"-","1",,"
, OHIO 
(40.056807, -82.405897)",
"CONNECTICUT","2019","15",,"U",,"NC",,"U",,"U",,"-","5",,"13",,"14",,,"-","0",,,"-",,"-","
, CONNECTICUT 
(41.544654, -72.651713)",
"MINNESOTA","2019","15","14",,"189",,"1414",,"2139",,,"-","3",,"1",,"3",,,"-","0",,,"-",,"-","
, MINNESOTA 
(46.357661, -94.793397)",
"OKLAHOMA","2019","15","25",,"167",,"1596",,"2037",,"4",,"8",,"34",,"32",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.468494, -97.521264)",
"GUAM","2019","15",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, GUAM 
(13.3532, 144.653198)",
"MONTANA","2019","15","25",,"36",,"373",,"306",,,"-","2",,"9",,"8",,,"-","1",,,"-",,"-","
, MONTANA 
(47.062617, -109.430168)",
"WYOMING","2019","15",,"-","14",,"88",,"84",,,"-","1",,,"-","1",,,"-","0",,,"-",,"-","
, WYOMING 
(43.23558, -108.110518)",
"MISSOURI","2019","15","228",,"389",,"4226",,"4053",,"1",,"10",,"48",,"57",,,"-","0",,,"-",,"-","
, MISSOURI 
(38.636168, -92.566292)",
"MASSACHUSETTS","2019","15",,"-","191",,"1960",,"2265",,,"-","7",,"28",,"40",,,"-","1",,,"-",,"-","
, MASSACHUSETTS 
(42.268546, -72.085064)",
"NEVADA","2019","15",,"-","158",,"1380",,"1660",,,"-","5",,"14",,"12",,,"-","0",,,"-",,"-","
, NEVADA 
(39.491833, -117.070159)",
"MARYLAND","2019","15","15",,"249",,"1484",,"2940",,"2",,"8",,"38",,"51",,,"-","1",,"1",,,"-","
, MARYLAND 
(39.290443, -76.612333)",
"PENNSYLVANIA","2019","15","229",,"366",,"4184",,"4158",,"1",,"12",,"68",,"89",,,"-","0",,,"-",,"-","
, PENNSYLVANIA 
(40.789676, -77.858055)",
"ALABAMA","2019","15","233",,"412",,"3819",,"3608",,,"-","7",,"36",,"35",,,"-","0",,,"-",,"-","
, ALABAMA 
(32.839182, -86.631125)",
"ARIZONA","2019","15","47",,"305",,"3373",,"3504",,"5",,"8",,"79",,"56",,,"-","1",,,"-",,"-","
, ARIZONA 
(34.869712, -111.760902)",
"IDAHO","2019","15","10",,"52",,"403",,"247",,,"-","3",,"13",,"8",,,"-","0",,,"-",,"-","
, IDAHO 
(43.680635, -114.364237)",
"FLORIDA","2019","15",,"-","773",,"8142",,"8617",,"8",,"14",,"109",,"126",,,"-","0",,,"-",,"-","
, FLORIDA 
(28.915325, -81.922409)",
"LOUISIANA","2019","15",,"-","292",,"2728",,"3138",,,"-","8",,"27",,"33",,,"-","0",,,"-",,"-","
, LOUISIANA 
(31.2931, -92.463284)",
"KANSAS","2019","15","59",,"131",,"1374",,"1357",,,"-","1",,,"-","10",,,"-","0",,,"-",,"-","
, KANSAS 
(38.345528, -98.201847)",
"ARKANSAS","2019","15",,"-","185",,"533",,"2029",,,"-","8",,"23",,"23",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.748745, -92.275105)",
"NEW MEXICO","2019","15","12",,"135",,"1201",,"1400",,,"-","5",,"20",,"19",,,"-","0",,,"-","1",,"
, NEW MEXICO 
(34.520396, -106.244402)",
