name,county,city,state,zip,phone,website,facebook,twitter,has_email,address
Noble County Health Department,Noble,Perry,OK,73077,(580) 336-2257,https://oklahoma.gov/health/locations/county-health-departments/noble-county-health-department.html,https://www.facebook.com/NobleCHD/,,True,"300 E Fir St Perry, OK 73077-4902"
Okfuskee County Health Department,Okfuskee,Okemah,OK,74859,(918) 623-1800,https://oklahoma.gov/health/locations/county-health-departments/okfuskee-county-health-department.html,https://www.facebook.com/OkfuskeeCHD/,,True,"125 N 2nd St Okemah, OK 74859"
Oklahoma City-County Health Department,Oklahoma,City,OK,73111,(405) 427-8651,http://www.occhd.org,https://www.facebook.com/OCCHD,https://twitter.com/okchealth,True,"2600 NE 63rd St Oklahoma City, OK 73111"
Okmulgee County Health Department,Okmulgee,Okmulgee,OK,74447,(918) 756-1883,https://oklahoma.gov/health/locations/county-health-departments/okmulgee-county-health-department.html,https://www.facebook.com/OkmulgeeCHD/,,True,"1304 R.D. Miller Dr Okmulgee, OK 74447"
Osage County Health Department,Osage,Pawhuska,OK,74056,(918) 287-3740,https://oklahoma.gov/health/locations/county-health-departments/osage-county-health-department.html,https://www.facebook.com/OsageCoHealth/?__tn__=%2Cd%2CP-R&eid=ARCcikso9nDyZScMT5YZ1OkgzLwsRkXsNfOco0Kh4oPpdQHuGJPq_20d9Irrw1L52JqXTivYkBPM55Mj,,True,"1115 E 15th St Pawhuska, OK 74056"
Ottawa County Health Department,Ottawa,Miami,OK,74354,(918) 540-2481,https://oklahoma.gov/health/locations/county-health-departments/ottawa-county-health-department.html,https://www.facebook.com/OttawaCHD/,,True,"1930 N Elm St Miami, OK 74354"
Pawnee County Health Department,Pawnee,Pawnee,OK,74058,(918) 762-3643,https://oklahoma.gov/health/locations/county-health-departments/pawnee-county-health-department.html,https://www.facebook.com/PawneeCHD/,,True,"501 5th St Pawnee, OK 74058"
Payne County Health Department,Payne,Stillwater,OK,74074,(405) 372-8200,https://oklahoma.gov/health/locations/county-health-departments/payne-county-health-department.html,https://www.facebook.com/PayneCHD/,,True,"1321 W 7th Ave Stillwater, OK 74074"
Pittsburg County Health Department,Pittsburg,Mcalester,OK,74501,(918) 423-1267,https://oklahoma.gov/health/locations/county-health-departments/pittsburg-county-health-department.html,https://www.facebook.com/pittsburgcountyhealthdept/,,True,"1400 E College Ave Mcalester, OK 74501"
Pontotoc County Health Department,Pontotoc,Ada,OK,74820,(580) 332-1891,https://oklahoma.gov/health/locations/county-health-departments/pontotoc-county-health-department/services.html,https://www.facebook.com/Pontotoc-County-Health-Department-165096763822071/?__tn__=%2Cd%2CP-R&eid=ARCjBY602Ggb_-YJLVvXMPrH-MCpHjf_0q0lMKXLXfloHEwFbkxZ263xHOyborHpctiIS041qw43UeQw,,True,"2330 Arlington St Ada, OK 74820"
Pottawatomie County Health Department,Pottawatomie,Shawnee,OK,74801,(405) 273-2157,https://oklahoma.gov/health/locations/county-health-departments/pottawatomie-county-health-department.html,https://www.facebook.com/PottawatomieCHD/?__tn__=%2Cd%2CP-R&eid=ARDT1C1G5OfJTXqZbqfds1aQXmsW2bQb3he9TGxEpf_OtjCwis863tvKOe8XJ3_bKMmM9pAku9uQUgEi,,True,"1904 Gordon Cooper Dr Shawnee, OK 74801-8603"
Pushmataha County Health Department,Pushmataha,Antlers,OK,74523,(580) 298-6624,https://oklahoma.gov/health/locations/county-health-departments/pushmataha-county-health-department.html,https://www.facebook.com/PushmatahaCHDAntlers/,,True,"318 W Main St Antlers, OK 74523-2034"
Rogers County Health Department,Rogers,Claremore,OK,74017,(918) 341-3166,https://oklahoma.gov/health/locations/county-health-departments/rogers-county-health-department.html,https://www.facebook.com/BCHDElkCitySayre,,True,"2664 N Highway 88 Unit A Claremore, OK 74017-0409"
Seminole County Health Department,Seminole,Seminole,OK,74868,(405) 257-5401,https://oklahoma.gov/health/locations/county-health-departments/seminole-county-health-department.html,https://www.facebook.com/SeminoleCHD/,,True,"1900 Boren Blvd Seminole, OK 74868-2622"
Sequoyah County Health Department,Sequoyah,Sallisaw,OK,74955,(918) 775-6201,https://oklahoma.gov/health/locations/county-health-departments/sequoyah-county-health-department.html,https://www.facebook.com/SequoyahCHD/?__tn__=%2Cd%2CP-R&eid=ARALg7lVEnyzWgSD-woIeDVJmoOQ3heYEpbQShmvfsbx77Ok64ioCQVShoDd9PuG5TCoZPa7jdGDhYq_,,True,"612 N Oak St Sallisaw, OK 74955"
Stephens County Health Department,Stephens,Duncan,OK,73533,(405) 437-8165,https://oklahoma.gov/health/locations/county-health-departments/stephens-county-health-department.html,https://www.facebook.com/StephensCoHealthDept/,,True,"1401 Bois D'Arc Ave Duncan, OK 73533"
Texas County Health Department,Texas,Guymon,OK,73942,(580) 338-8544,https://oklahoma.gov/health/locations/county-health-departments/texas-county-health-department.html,https://www.facebook.com/TexasCHD/,,True,"1410 North East St Guymon, OK 73942"
Tillman County Health Department,Tillman,Frederick,OK,73542,(580) 335-2163,https://oklahoma.gov/health/locations/county-health-departments/tillman-county-health-department/services.html,https://www.facebook.com/TillmanCHD,,True,"1500 N Main St Frederick, OK 73542"
Tulsa Health Department,Tulsa,Tulsa,OK,74133,(918) 595-4404,http://www.tulsa-health.org,https://www.facebook.com/TulsaHealth/?__tn__=%2Cd%2CP-R&eid=ARAmJ6F5jCMOnwuUfI76_j2y7OyqOlwb8iQ7VP2scKZiG5B73GdrLzwtj6dz_cehNuSMWLr_RETUN4wO,https://twitter.com/TulsaHealthDept,True,"5051 S. 129th East Ave Tulsa, OK 74133"
Wagoner County Health Department,Wagoner,Wagoner,OK,74467,(918) 485-3022,https://oklahoma.gov/health/locations/county-health-departments/wagoner-county-health-department.html,https://www.facebook.com/WagonerCoHealth/,,True,"212 N Pierce Ave Wagoner, OK 74467"
Washington County Health Department,Washington,Bartlesville,OK,74006,(918) 335-3005,https://oklahoma.gov/health/locations/county-health-departments/washington-county-health-department.html,https://www.facebook.com/WashingtonCoHealth/,,True,"5121 S.E. Jacquelyn Ln Bartlesville, OK 74006"
Woods County Health Department,Woods,Alva,OK,73717,(580) 327-3192,https://oklahoma.gov/health/locations/county-health-departments/woods-county-health-department.html,https://www.facebook.com/woodscountyhealthdepartment/?__tn__=%2Cd%2CP-R&eid=ARDhfz6d6fDZ80U-6ELklecEc1YRyBMkMSQ7j5PS85AW-ScQMomYRp4niL2xzJcWIcYVoS8DKWs1V2iw,,True,"511 Barnes Ave Alva, OK 73717"
Woodward County Health Department,Woodward,Woodward,OK,73801,(580) 256-6416,https://oklahoma.gov/health/locations/county-health-departments/woodward-county-health-department.html,https://www.facebook.com/WoodwardCHD/,,True,"1631 Texas St Woodward, OK 73801"
Baker County Health Department,Baker,City,OR,97814,(541) 523-8211,https://www.bakercounty.org/health/health.html,https://www.facebook.com/BCHDfan/,,True,"2200 4Th St Baker City, OR 97814-2615"
Benton County Health Department,Benton,Corvallis,OR,97339,(541) 766-6835,https://health.bentoncountyor.gov/,,,True,"PO Box 3020 Corvallis, OR 97339-3020"
Center for Human Development: Public Health,Center for Human Development:,Grande,OR,97850,(541) 962-8800,https://www.chdinc.org/public-health,,,True,"2301 Cove Ave La Grande, OR 97850-3906"
Clackamas County Public Health Division,Clackamas,City,OR,97045,(503) 742-5300,https://www.clackamas.us/publichealth,,,True,"2051 Kaen Rd Ste 367 Oregon City, OR 97045-4035"
Clatsop County Department of Public Health,Clatsop,Astoria,OR,97103,(503) 325-8500,http://www.co.clatsop.or.us/publichealth,https://www.facebook.com/Clatsop-County-Dept-of-Public-Health-122798474419724/,,True,"820 Exchange St Ste 100 Astoria, OR 97103-4609"
Columbia County Public Health,Columbia,Helens,OR,97051,(503) 397-7232,https://www.columbiacountyor.gov/departments/PublicHealth,,,True,"230 Strand St Saint Helens, OR 97051-2040"
Coos Health & Wellness,Coos Health & Wellness,Bay,OR,97420,(541) 266-6700,https://cooshealthandwellness.org,https://www.facebook.com/CoosHealthWellness/,,True,"281 Laclair St Coos Bay, OR 97420-2988"
Crook County Health Department,Crook,Prineville,OR,97754,(541) 447-5165,https://crookcountyor.gov/1260/Health-Department,,,True,"375 Nw Beaver St Ste 100 Prineville, OR 97754-1802"
Deschutes County Health Services,Deschutes,Bend,OR,97701,(541) 322-7400,http://www.deschutes.org/health,,,True,"2577 NE Courtney DR Bend, OR 97701-7752"
Douglas Public Health Network,Douglas Public Health Network,Roseburg,OR,97470,(541) 957-3722,https://douglaspublichealthnetwork.org/,,,True,"621 W Madrone ST Roseburg, OR 97470-3090"
Gilliam County Public Health Department,Gilliam,Condon,OR,97823,(541) 626-7088,https://gilliamcountypublichealth.org/,,,True,"PO Box 597 Condon, OR 97823-0597"
Grant County Health Department,Grant,Day,OR,97845,(541) 575-0429,https://grantcountyoregon.net/242/Health-Department,,,True,"528 E Main ST Ste E John Day, OR 97845-1289"
Harney County Health Department,Harney,Burns,OR,97720,(541) 573-2271,https://harneycountyor.gov/health-department/,https://www.facebook.com/HarneyCountyHealthDepartment,,True,"420 N Fairview Ave Burns, OR 97720-1416"
Hood River County Health Department,Hood River,River,OR,97031,(541) 386-1115,https://www.co.hood-river.or.us/health,,,True,"1109 June St Hood River, OR 97031-1512"
Jackson County Health and Human Services,Jackson,Medford,OR,97501,(541) 774-8209,https://www.jacksoncountyor.gov/departments/health___human_services/index.php,,,True,"140 S Holly St Medford, OR 97501-3113"
Jefferson County Public Health,Jefferson,Madras,OR,97741,(541) 475-4456,http://www.JeffCo.net/PublicHealth,https://www.facebook.com/JeffersonCountyOrHealthDepartment/,,True,"500 NE A ST Ste 102 Madras, OR 97741-1842"
Josephine County Public Health Department,Josephine,Pass,OR,97526,(541) 474-5325,https://www.josephinecounty.gov/departments/public_health/index.php,,,True,"715 Nw Dimmick St Grants Pass, OR 97526-1536"
Klamath County Department of Public Health,Klamath,Falls,OR,97603,(541) 882-8846 (3507),http://www.klamathcounty.org/378/Public-Health,https://www.facebook.com/KCPublicHealth/,https://twitter.com/Klamathcountyph,True,"3314 Vandenberg Rd Klamath Falls, OR 97603-3730"
Klamath Tribal Health and Family Services,Klamath Tribal Health and Family,Falls,OR,97603,(541) 783-3293,https://www.klamathtribalhealth.org/,,,True,"3949 S 6th ST Klamath Falls, OR 97603-4746"
Lake County Public Health Office,Lake,Lakeview,OR,97630,(541) 947-6045,https://lakehealthdistrict.org/lake-county-public-health/,https://www.facebook.com/pages/category/Government-Organization/Lake-County-Public-Health-211403642354361/,,True,"1250 S 9th ST Lakeview, OR 97630-1913"
Lane County Public Health,Lane,Eugene,OR,97401,(541) 682-4041,http://www.lanecounty.org/publichealth,https://www.facebook.com/?ref=tn_tnmn#%21/LaneCountyHealthHumanServices,https://twitter.com/LaneCoPH,True,"151 W 7Th Ave Eugene, OR 97401-1100"
Lincoln County Health and Human Services,Lincoln,Newport,OR,97365,(541) 265-4112,https://www.co.lincoln.or.us/hhs,https://www.facebook.com/LincolnHHS/,https://twitter.com/LCHHS_OR,True,"36 Sw Nye St Newport, OR 97365-3821"
Linn County Public and Environmental Health,Linn County Public and Environmental,Albany,OR,97321,(541) 967-3888,https://www.linncountyhealth.org,https://www.facebook.com/LinnCountyPH/,https://twitter.com/MarionCo_Health,True,"315 SW 4Th Ave, 2nd Floor Albany, OR 97321"
Malheur County Health Department,Malheur,Ontario,OR,97914,(541) 889-7279,https://malheurhealth.org,,,True,"1108 Sw 4Th St Ontario, OR 97914-4305"
Marion County Health & Human Services,Marion,Salem,OR,97301,(503) 361-2693,https://www.co.marion.or.us/HLT,https://www.facebook.com/MarionCountyHealth,https://twitter.com/MarionCo_Health,True,"3160 Center ST NE Salem, OR 97301-4530"
Morrow County Health Department,Morrow,Heppner,OR,97836,(541) 676-5421,https://www.morrowcountyor.gov/publichealth,https://www.facebook.com/Morrow-County-Health-Department-458759104230177/,https://twitter.com/MultCoHealth,True,"PO Box 799 Heppner, OR 97836-0799"
Multnomah County Health Department,Multnomah,Portland,OR,97204,(503) 988-3674,https://multco.us/health,https://www.facebook.com/MultCoHealth/,https://twitter.com/MultCoHealth,True,"619 NW 6th Ave Portland, OR 97204-2347"
North Central Public Health District,North Central,Dalles,OR,97058,(541) 506-2600,http://www.ncphd.org,,,True,"419 E 7Th St The Dalles, OR 97058-2676"
Northwest Portland Area Indian Health Board,Northwest Portland Area Indian,Portland,OR,97201,(503) 228-4185,https://www.npaihb.org/,,,True,"2121 SW Broadway Portland, OR 97201-3146"
Polk County Public Health,Polk,Dallas,OR,97338,(503) 623-8175,https://www.polkcountyor.gov/212/Public-Health,https://www.facebook.com/PCPHOR/,,True,"182 Sw Academy St Ste 302 Dallas, OR 97338-1900"
Tillamook County Health Department,Tillamook,Tillamook,OR,97141,(503) 842-3900,https://www.tillamookcounty.gov/administration/page/tillamook-county-health-department-main-clinic,https://www.facebook.com/TillamookCHC,,True,"801 Pacific Ave Tillamook, OR 97141-3926"
Umatilla County Public Health Department,Umatilla,Pendleton,OR,97801,(541) 278-5432,http://www.co.umatilla.or.us/health/,https://www.facebook.com/umatillacountyhealth,,True,"200 SE 3rd St Pendleton, OR 97801-2503"
Union County Health Department,Union,Grande,OR,97850,(541) 962-8800,https://www.chdinc.org/public-health,,,True,"2301 Cove Ave La Grande, OR 97850-3906"
Wallowa County Health Department,Wallowa,Enterprise,OR,97828,(541) 426-4848,,,,True,"101 S River St Enterprise, OR 97828-1363"
Washington County Department of Health and Human Services,Washington,Hillsboro,OR,97124,(503) 846-4745,https://www.co.washington.or.us/HHS/,https://www.facebook.com/WashingtonCountyHHS/,https://twitter.com/WashcoOregon,True,"155 North First Avenue, Suite 160, MS-5A Hillsboro, OR 97124-3072"
Wheeler County Public Health,Wheeler,Fossil,OR,97830,(541) 359-3386,https://wheelerhealth.net/,,,True,"PO Box 4 Fossil, OR 97830-0004"
Yamhill County Health and Human Services,Yamhill,Mcminnville,OR,97128,(503) 434-7525,https://www.co.yamhill.or.us/204/Health-Human-Services,https://www.facebook.com/YCPublicHealth/,,True,"310 NE Kirby ST Mcminnville, OR 97128-4301"
Yellowhawk Tribal Health Center Public Health Department,Yellowhawk Tribal,Pendleton,OR,97801,(541) 240-8728,https://yellowhawk.org/,,,True,"46314 Timine Way Pendleton, OR 97801-9417"
Adams County State Health Center,Adams County State,Gettysburg,PA,17325,(717) 787-8092,,,,True,"225 South Franklin Street ​Suite 2 Gettysburg, PA 17325-1926"
Allegheny County Health Department,Allegheny,Pittsburgh,PA,15219,(412) 578-8005,http://www.achd.net,,,True,"542 4th Ave Pittsburgh, PA 15219-2111"
Allentown City Bureau of Health,Allentown City Bureau,Allentown,PA,18102,(610) 437-7760,https://www.allentownpa.gov/en-us/Government/Departments/Community-Economic-Development/Health-Bureau,,,True,"245 N 6Th St Allentown, PA 18102-4168"
Armstrong County State Health Center,Armstrong County State,Kittanning,PA,16201,(724) 543-2700,,,,True,"245 Butler Rd Ste 1 Kittanning, PA 16201-6503"
Beaver County State Health Center,Beaver County State,Beaver,PA,15009,(724) 774-1385,,,,True,"500 Market St Ste 104 Beaver, PA 15009-2998"
Bedford County State Health Center,Bedford County State,Bedford,PA,15522,(717) 787-8092,,,,True,"130 W Vondersmith Ave Ste A Bedford, PA 15522-1730"
Bethlehem Health Bureau,Bethlehem Health Bureau,Bethlehem,PA,18018,(610) 865-7083,https://www.bethlehem-pa.gov/Health-Bureau,,,True,"10 E Church St Bethlehem, PA 18018-6005"
Blair County State Health Center,Blair County State,Altoona,PA,16601,(717) 787-8092,,,,True,"615 Howard Ave Altoona, PA 16601-4813"
Bradford County State Health Center,Bradford County State,Towanda,PA,18848,(570) 327-3400,,,,True,"142 Colonial Drive Towanda, PA 18848-9781"
Bucks County Department of Health,Bucks,Doylestown,PA,18901,(215) 345-3318,https://www.buckscounty.gov/health,,,True,"1282 Almshouse Rd Doylestown, PA 18901-2886"
Cambria County State Health Center,Cambria County State,Johnstown,PA,15904,(814) 248-3120,,,,True,"184 Donald Ln Ste 1 Johnstown, PA 15904-2835"
Carbon County State Health Center,Carbon County State,Thorpe,PA,18229,(570) 892-4080,,,,True,"616 North St Jim Thorpe, PA 18229-2125"
Centre County State Health Center,Centre County State,College,PA,16801,(570) 327-3400,,,,True,"280 W Hamilton Ave State College, PA 16801-5218"
Chester County Health Department,Chester,Chester,PA,19382,(610) 344-6225,http://www.chesco.org/health,https://www.facebook.com/ChesterCountyHealthDepartment,https://twitter.com/ChescoHealth,True,"601 Westtown Rd Ste 290 West Chester, PA 19382-4991"
City of Chester - Bureau of Health,City of Chester - Bureau,Chester,PA,19013,(484) 745-4199,https://www.chestercity.com/departments/bureau-of-health/,,,True,"One Fourth Street Chester, PA 19013"
City of Lancaster Bureau of Health,City of Lancaster Bureau,Lancaster,PA,17608,(717) 719-2193,https://www.cityoflancasterpa.gov/departments/department-of-community-planning-economic-development/bureau-of-health/,,,True,"PO Box 1599 Lancaster, PA 17608-1599"
